cycle,min_voltage,avg_temperature,voltage_slope
1,0.8402548959102556,24.967982596211222,-0.02943201392737543
2,2.162516765438773,25.200062052677218,0.009871589209928287
3,0.31873265993092703,25.08084575366633,-0.010498504830186465
4,1.2261042756901928,25.186129544701465,-0.0053108966866109155
5,1.6725578999601236,25.02037451403833,-0.005223811891807806
6,1.238355499872711,24.98708012220677,-0.04700941615215506
7,0.8090301916069875,25.259814296246965,-0.016259231948769024
8,1.889125768668355,25.2690164321307,-0.008579172067010017
9,2.0206807719854734,25.39832790526732,-0.014235496789352826
10,1.746097176514277,25.28099589601927,-0.03839704597311396
11,1.783418101340249,25.200723609887003,-0.02926055523767042
12,0.9905942851264271,25.289656272643207,-0.03508191951589982
13,1.3837946268967038,25.419476787316142,-0.016756643771520086
14,1.0560788650980455,25.237692544107343,0.017770087231749495
15,1.6543436854299052,25.61899034996895,0.02181947016986805
16,0.7470675644581615,25.239954967049677,-0.034751347369824596
17,1.2981451009914053,25.58022143263993,-0.00566391418472489
18,0.8267677070007631,25.53877748690276,-0.005092459213499225
19,1.5565618077790495,25.383090835934887,-0.04640542475623538
20,1.2197124772536703,25.580429564067455,-0.03680042736908999
21,0.7404878441791745,25.316068043176134,-0.03717160982083365
22,0.9381380886704931,25.61691065993786,-0.03995792870283653
23,0.7957861433728657,25.519111632126563,-0.04267796034501207
24,1.2238121377619062,25.550536972790134,-0.0364936057664795
25,1.763493105720744,25.666801248333307,0.01064218898777929
26,0.7542522609831224,25.482308340805687,-0.007010680815853405
27,2.023316871423503,25.562716713484313,0.03037245392695845
28,0.9604399223056967,25.532487759335663,-0.0345287638628333
29,0.3324951572747654,25.515985199000166,-0.029025640714457204
30,1.2977450245802233,25.756054963202697,-0.012006226749077208
31,1.0688981359613754,25.690249354692035,0.015965806220279002
32,0.4630117806783587,25.57053273851082,-0.012908529699011479
33,0.9076164553908193,25.972001693305334,-0.046370520948517464
34,1.3930035178090032,25.66786019449421,0.019057937382737648
35,0.3905513099977318,25.635446358394645,-0.033091598475469886
36,1.0400782950214467,25.673895117985595,-0.03648991898851832
37,1.6417747506251896,25.820765081434374,0.015541271186261385
38,0.9744119909214666,25.64121375938148,-0.06077061330592674
39,0.7638721789000535,25.68475290483125,0.016757667532658907
40,0.7721881801438033,25.682949622288053,0.02438993805130629
41,1.0356083683972246,25.742086217262155,-0.004973515013588754
42,-0.19763233969375715,25.697310809672857,-0.049748209564936426
43,1.0182013600380526,25.669550278387455,-0.04416624017099953
44,0.6383406391411075,25.86366977608047,0.010473092817349743
45,0.6103225822742977,25.899043025884094,-0.07273965309541394
46,1.508913930705504,26.104748670934974,0.00801117060875291
47,1.3426612018775885,25.860081882044746,-0.012754505603331348
48,0.6696844017695769,25.89857377640033,-0.0407498291239731
49,0.5951829436258875,25.94460525939969,-0.01632218047716963
50,0.7106437355809745,26.15331561262613,0.004398259095778761
51,0.9792397221979843,26.050662625908515,-0.026462087119636987
52,0.9034269521955831,26.032697316882107,-0.05710406585764918
53,1.2638411868353503,26.190725060709426,0.0009419551620675204
54,0.7972378224099483,25.995095603872404,-0.053281876127391714
55,0.43569321121425464,26.17482175978096,-0.03973234459804995
56,1.5218229545725102,26.060244549756927,-0.031394963005066286
57,0.38696970985725976,26.138658791465726,-0.017935305375816064
58,1.0027783330347446,25.91154512303464,-0.00888763020329451
59,0.4163313988994699,26.086896364085547,-0.02475381467107564
60,1.4632365932108025,26.066534087885007,-0.008836584327010639
61,1.3544441085234953,26.262549151154694,0.007342486195251432
62,-0.062612563810438,26.060723035835164,-0.01381927568242408
63,1.4057441040049226,26.30645247460308,-0.015490206493082076
64,0.7281413406205941,26.268544583667996,0.002433313146847631
65,0.8272066052686609,26.253331508221777,-0.027531255315607996
66,0.6666519528926425,26.35074483265547,-0.07945322818222474
67,0.9045621026892905,26.37981785272871,-0.01640738540017745
68,0.5924089206412289,26.34771102605105,-0.04906432920160206
69,1.149544147375639,26.198442219703196,-0.0014467706803196645
70,1.2114813767279293,26.568222414789666,-0.038638283970781916
71,0.8342227555050501,26.277745027723753,-0.05285338208932016
72,-0.13101635598571315,26.248144202051666,0.020310177537994436
73,-0.3742489412420311,26.604142060344916,-0.036703293194022504
74,1.2422234348523393,26.543346055437183,0.0012475577841555819
75,-0.2938149399339167,26.622235578757,-0.062473442195831404
76,0.5370864842424847,26.36435272434664,-0.03422789932254295
77,0.9716242845689678,26.250686308395395,-0.008124534526027238
78,1.1295113586335632,26.584015129553904,-0.03455106005451339
79,-0.0100301093171824,26.51515786421807,-0.029730532253767587
80,0.8314300340489007,26.979417770551454,0.043215495094420894
81,0.0214853337659604,26.986387595838302,-0.010228568345761514
82,-0.6515138253291206,26.709049650036533,0.07245102536430177
83,-0.4566555484593695,26.74143089713405,0.05338856453904979
84,0.9400537301788756,26.779515781103914,-0.035149663788939536
85,0.6001248917918327,26.638759179547993,-0.0598748041843483
86,0.3142086689052528,26.872984610426567,-0.09107939318878666
87,0.6770866467942813,26.87791183055543,-0.013992616373919829
88,0.3153064009262647,26.786586909146095,-0.026316549183248012
89,0.3635546229949669,26.596287040646107,-0.024432102702897564
90,1.4148200292965796,26.98458065956452,-0.030968316653808375
91,0.6591529934272651,26.852730255045326,-0.032763457351883934
92,-0.17745675870612931,26.979750983803072,-0.06252727653129042
93,0.7544326396671228,26.52971485841007,-0.05028387657964608
94,0.4451347223163582,27.01023119156141,-0.03868482196233868
95,0.3931665122007342,26.95433307031817,-0.03258689950577986
96,0.3108395163076798,26.959327638829162,-0.0028495112314195215
97,0.3780884305121086,27.058979794353395,0.0484215811959098
98,-1.3924002516183425,26.962085052762518,-0.016983859808415564
99,1.0678648839035128,26.95656181970261,-0.006018841107357371
100,0.25165503285537416,26.989157005281267,-0.028377782686422267
